2016-07-21 23:33:18,wrong command sent,3964492
2016-07-22 09:57:46,new chat started,180708027
2016-07-22 14:53:18,new chat started,180708027
2016-07-22 14:54:38,istruzioni,180708027
2016-07-22 22:11:13,new chat started,68025466
2016-07-22 22:11:23,istruzioni,68025466
2016-07-22 22:11:44,new chat started,68025466
2016-07-23 11:57:37,new chat started,85252572
2016-07-25 05:39:04,new chat started,29156256
2016-07-27 18:20:35,new chat started,69668132
2016-07-28 11:21:05,new chat started,238171450
2016-07-28 11:22:39,new chat started,238171450
2016-08-02 09:55:27,new chat started,194460574
2016-08-03 19:14:37,new chat started,163273946
2016-08-04 08:46:15,new chat started,133411459
2016-08-04 08:48:39,istruzioni,133411459
2016-08-04 08:49:01,new chat started,133411459
2016-08-05 09:23:55,new chat started,69668132
2016-08-05 09:24:18,information for maps recorded,69668132
2016-08-05 09:24:33,segnalazione cancellata,69668132
2016-08-05 13:09:41,new chat started,179698007
2016-08-06 13:13:15,new chat started,252574536
2016-08-06 13:13:39,istruzioni,252574536
2016-08-06 13:18:23,new chat started,252574536
2016-08-06 13:18:28,new chat started,252574536
2016-08-06 16:13:19,wrong command sent,252574536
2016-08-06 16:54:13,new chat started,252574536
2016-08-06 17:06:25,information for maps recorded,69668132
2016-08-06 17:07:35,segnalazione cancellata,69668132
2016-08-06 17:07:39,segnalazione cancellata,69668132
2016-08-06 17:17:36,wrong command sent,69668132
2016-08-06 17:17:57,information for maps recorded,69668132
2016-08-06 17:18:39,segnalazione cancellata,69668132
2016-08-06 17:18:43,segnalazione cancellata,69668132
2016-08-07 01:33:51,new chat started,252574536
2016-08-07 01:37:50,new chat started,252574536
2016-08-07 01:48:43,istruzioni,252574536
2016-08-07 10:13:42,information for maps recorded,252574536
2016-08-07 10:22:22,information for maps recorded,69668132
2016-08-07 10:23:02,segnalazione cancellata,69668132
2016-08-07 10:25:22,information for maps recorded,69668132
2016-08-07 10:25:23,istruzioni,252574536
2016-08-07 10:25:36,new chat started,252574536
2016-08-07 10:25:44,segnalazione cancellata,69668132
2016-08-07 10:26:31,istruzioni,69668132
2016-08-07 10:26:38,new chat started,69668132
2016-08-07 10:45:57,segnalazione cancellata,252574536
2016-08-07 10:50:02,segnalazione cancellata,252574536
2016-08-07 10:50:46,segnalazione cancellata,252574536
2016-08-07 10:51:35,segnalazione cancellata,252574536
2016-08-07 10:52:42,segnalazione cancellata,252574536
2016-08-07 11:45:29,new chat started,149424976
2016-08-07 13:35:41,new chat started,252574536
2016-08-10 11:52:53,new chat started,150892033
2016-08-11 14:53:28,new chat started,87997424
2016-08-11 14:53:32,istruzioni,87997424
2016-08-11 22:15:17,istruzioni,115578024
2016-08-12 13:05:28,wrong command sent,130870321
2016-08-12 13:06:06,information for maps recorded,130870321
2016-08-12 13:28:38,segnalazione cancellata,130870321
2016-08-12 13:29:19,wrong command sent,130870321
2016-08-13 10:28:54,new chat started,130870321
2016-08-13 17:20:35,new chat started,132099098
2016-08-13 17:23:41,istruzioni,132099098
2016-08-13 17:24:09,new chat started,132099098
2016-08-13 17:26:13,istruzioni,132099098
2016-08-16 07:47:57,new chat started,115578024
2016-08-17 09:24:48,istruzioni,115578024
2016-08-19 08:52:35,new chat started,252574536
2016-08-19 08:53:37,istruzioni,252574536
2016-08-19 08:56:12,information for maps recorded,252574536
2016-08-19 09:12:04,segnalazione cancellata,252574536
2016-08-19 10:35:20,new chat started,27993036
2016-08-20 10:18:30,new chat started,180708027
2016-08-23 07:17:37,new chat started,47840179
2016-08-24 22:17:12,new chat started,149306873
2016-08-27 20:34:38,istruzioni,69668132
2016-08-27 21:56:37,new chat started,199198277
